out_deg_centrality,[ 0 14  8 21  5 20 31 29 51  7]
80,"[tensor(0.0164, device='cuda:2'), tensor(0.0366, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0252, device='cuda:2'), tensor(0.0245, device='cuda:2'), tensor(0.0481, device='cuda:2'), tensor(0.0239, device='cuda:2'), tensor(0.0510, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0380, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0248, device='cuda:2'), tensor(0.0260, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0227, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0233, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0281, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0301, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0255, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0255, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0129, device='cuda:2'), tensor(0.0249, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0303, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0254, device='cuda:2')]"
81,"[tensor(0.0200, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0137, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.1072, device='cuda:2'), tensor(0.0508, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0244, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0238, device='cuda:2'), tensor(0.0141, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0463, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0256, device='cuda:2'), tensor(0.0276, device='cuda:2')]"
82,"[tensor(0.0172, device='cuda:2'), tensor(0.0446, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0255, device='cuda:2'), tensor(0.0249, device='cuda:2'), tensor(0.0371, device='cuda:2'), tensor(0.0251, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0420, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0417, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0263, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0292, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0278, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0267, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0240, device='cuda:2'), tensor(0.0240, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0129, device='cuda:2'), tensor(0.0271, device='cuda:2')]"
83,"[tensor(0.0212, device='cuda:2'), tensor(0.0243, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0681, device='cuda:2'), tensor(0.0267, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0392, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0230, device='cuda:2')]"
84,"[tensor(0.0169, device='cuda:2'), tensor(0.0508, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0254, device='cuda:2'), tensor(0.0250, device='cuda:2'), tensor(0.0526, device='cuda:2'), tensor(0.0257, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0288, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0413, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0266, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0206, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0286, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0303, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0248, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0221, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0130, device='cuda:2'), tensor(0.0233, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0131, device='cuda:2'), tensor(0.0131, device='cuda:2'), tensor(0.0126, device='cuda:2'), tensor(0.0304, device='cuda:2')]"
85,"[tensor(0.0210, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0390, device='cuda:2'), tensor(0.0321, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0137, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0689, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0237, device='cuda:2')]"
86,"[tensor(0.0165, device='cuda:2'), tensor(0.0641, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0265, device='cuda:2'), tensor(0.0266, device='cuda:2'), tensor(0.0490, device='cuda:2'), tensor(0.0260, device='cuda:2'), tensor(0.0548, device='cuda:2'), tensor(0.0312, device='cuda:2'), tensor(0.0263, device='cuda:2'), tensor(0.0434, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0276, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0219, device='cuda:2'), tensor(0.0252, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0254, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0287, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0316, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0270, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0293, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0254, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0310, device='cuda:2')]"
87,"[tensor(0.0209, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0141, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0326, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0245, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0465, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0323, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0239, device='cuda:2'), tensor(0.0325, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0342, device='cuda:2')]"
88,"[tensor(0.0160, device='cuda:2'), tensor(0.0642, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0243, device='cuda:2'), tensor(0.0245, device='cuda:2'), tensor(0.0492, device='cuda:2'), tensor(0.0241, device='cuda:2'), tensor(0.0313, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0229, device='cuda:2'), tensor(0.0400, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0247, device='cuda:2'), tensor(0.0257, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0231, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0292, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0291, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0227, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0262, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0255, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0275, device='cuda:2'), tensor(0.0234, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0301, device='cuda:2')]"
89,"[tensor(0.0215, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0324, device='cuda:2'), tensor(0.0455, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0266, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0233, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0241, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0230, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0594, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0141, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0257, device='cuda:2')]"
90,"[tensor(0.0166, device='cuda:2'), tensor(0.0578, device='cuda:2'), tensor(0.0248, device='cuda:2'), tensor(0.0240, device='cuda:2'), tensor(0.0249, device='cuda:2'), tensor(0.0323, device='cuda:2'), tensor(0.0245, device='cuda:2'), tensor(0.0404, device='cuda:2'), tensor(0.0353, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0410, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0232, device='cuda:2'), tensor(0.0251, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0230, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0285, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0274, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0252, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0270, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0131, device='cuda:2'), tensor(0.0308, device='cuda:2'), tensor(0.0236, device='cuda:2')]"
91,"[tensor(0.0206, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0587, device='cuda:2'), tensor(0.0395, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0280, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0535, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0238, device='cuda:2'), tensor(0.0275, device='cuda:2')]"
92,"[tensor(0.0160, device='cuda:2'), tensor(0.0685, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0239, device='cuda:2'), tensor(0.0248, device='cuda:2'), tensor(0.0404, device='cuda:2'), tensor(0.0235, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0275, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0382, device='cuda:2'), tensor(0.0257, device='cuda:2'), tensor(0.0308, device='cuda:2'), tensor(0.0252, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0234, device='cuda:2'), tensor(0.0141, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0270, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0302, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0234, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0256, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0326, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0512, device='cuda:2'), tensor(0.0237, device='cuda:2')]"
93,"[tensor(0.0187, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0544, device='cuda:2'), tensor(0.0276, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0270, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0219, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0596, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0436, device='cuda:2'), tensor(0.0259, device='cuda:2')]"
