in_deg_centrality,[10  3  0  8 14 17 25 24 16]
78,"[tensor(0.0274, device='cuda:0'), tensor(0.0221, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0180, device='cuda:0'), tensor(0.5162, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0169, device='cuda:0'), tensor(0.0380, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0236, device='cuda:0'), tensor(0.0329, device='cuda:0'), tensor(0.3173, device='cuda:0'), tensor(0.0296, device='cuda:0'), tensor(0.0164, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0200, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0261, device='cuda:0'), tensor(0.0135, device='cuda:0'), tensor(0.0183, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0164, device='cuda:0'), tensor(0.0152, device='cuda:0'), tensor(0.0229, device='cuda:0'), tensor(0.0229, device='cuda:0'), tensor(0.0279, device='cuda:0'), tensor(0.0189, device='cuda:0'), tensor(0.0146, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0339, device='cuda:0'), tensor(0.0165, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0147, device='cuda:0'), tensor(0.0235, device='cuda:0'), tensor(0.0178, device='cuda:0'), tensor(0.0264, device='cuda:0'), tensor(0.0177, device='cuda:0'), tensor(0.0192, device='cuda:0'), tensor(0.0163, device='cuda:0'), tensor(0.0205, device='cuda:0')]"
79,"[tensor(0.0153, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0141, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0260, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0171, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0181, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0285, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0176, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0300, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0271, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0185, device='cuda:0'), tensor(0.0146, device='cuda:0'), tensor(0.0235, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0118, device='cuda:0')]"
80,"[tensor(0.0152, device='cuda:0'), tensor(0.0203, device='cuda:0'), tensor(0.0151, device='cuda:0'), tensor(0.0161, device='cuda:0'), tensor(0.1665, device='cuda:0'), tensor(0.0169, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0304, device='cuda:0'), tensor(0.0254, device='cuda:0'), tensor(0.0149, device='cuda:0'), tensor(0.0366, device='cuda:0'), tensor(0.0373, device='cuda:0'), tensor(0.0378, device='cuda:0'), tensor(0.1165, device='cuda:0'), tensor(0.0441, device='cuda:0'), tensor(0.0217, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0135, device='cuda:0'), tensor(0.0305, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0257, device='cuda:0'), tensor(0.0243, device='cuda:0'), tensor(0.0162, device='cuda:0'), tensor(0.0185, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0351, device='cuda:0'), tensor(0.0167, device='cuda:0'), tensor(0.0222, device='cuda:0'), tensor(0.0248, device='cuda:0'), tensor(0.0257, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0163, device='cuda:0'), tensor(0.0177, device='cuda:0'), tensor(0.0454, device='cuda:0'), tensor(0.0152, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0245, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0318, device='cuda:0'), tensor(0.0188, device='cuda:0'), tensor(0.0234, device='cuda:0'), tensor(0.0163, device='cuda:0'), tensor(0.0187, device='cuda:0')]"
81,"[tensor(0.0413, device='cuda:0'), tensor(0.0152, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0350, device='cuda:0'), tensor(0.0172, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0134, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0435, device='cuda:0'), tensor(0.0141, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0143, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0446, device='cuda:0'), tensor(0.0403, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0182, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0162, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0256, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0179, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0239, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0326, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0318, device='cuda:0'), tensor(0.0150, device='cuda:0'), tensor(0.0225, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0119, device='cuda:0')]"
82,"[tensor(0.0535, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0404, device='cuda:0'), tensor(0.0767, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0151, device='cuda:0'), tensor(0.0240, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0150, device='cuda:0'), tensor(0.0198, device='cuda:0'), tensor(0.0202, device='cuda:0'), tensor(0.0183, device='cuda:0'), tensor(0.1566, device='cuda:0'), tensor(0.0261, device='cuda:0'), tensor(0.0138, device='cuda:0'), tensor(0.0171, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0254, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0170, device='cuda:0'), tensor(0.0159, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0164, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0263, device='cuda:0'), tensor(0.0138, device='cuda:0'), tensor(0.0178, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0467, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0201, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0179, device='cuda:0'), tensor(0.0184, device='cuda:0'), tensor(0.0181, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0144, device='cuda:0')]"
83,"[tensor(0.0288, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0150, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0390, device='cuda:0'), tensor(0.0150, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0522, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0181, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0134, device='cuda:0'), tensor(0.0150, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0185, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0247, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0149, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0223, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0378, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0198, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0282, device='cuda:0'), tensor(0.0134, device='cuda:0'), tensor(0.0111, device='cuda:0')]"
84,"[tensor(0.0104, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0151, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.1399, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0167, device='cuda:0'), tensor(0.0182, device='cuda:0'), tensor(0.0297, device='cuda:0'), tensor(0.0149, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0142, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.1406, device='cuda:0'), tensor(0.0284, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0180, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0260, device='cuda:0'), tensor(0.0145, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0251, device='cuda:0'), tensor(0.0160, device='cuda:0'), tensor(0.0190, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0434, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0258, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0297, device='cuda:0'), tensor(0.0198, device='cuda:0'), tensor(0.0183, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0150, device='cuda:0')]"
85,"[tensor(0.0314, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0259, device='cuda:0'), tensor(0.0145, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0308, device='cuda:0'), tensor(0.0141, device='cuda:0'), tensor(0.0203, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0183, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0191, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0170, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0233, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0145, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0195, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0102, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0467, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0265, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0219, device='cuda:0'), tensor(0.0134, device='cuda:0'), tensor(0.0116, device='cuda:0')]"
86,"[tensor(0.0179, device='cuda:0'), tensor(0.0144, device='cuda:0'), tensor(0.0151, device='cuda:0'), tensor(0.0317, device='cuda:0'), tensor(0.0384, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0169, device='cuda:0'), tensor(0.0183, device='cuda:0'), tensor(0.0257, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0261, device='cuda:0'), tensor(0.0180, device='cuda:0'), tensor(0.0176, device='cuda:0'), tensor(0.0683, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0134, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.0134, device='cuda:0'), tensor(0.0267, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0143, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0164, device='cuda:0'), tensor(0.0166, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0178, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0299, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0218, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0358, device='cuda:0'), tensor(0.0142, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0210, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0210, device='cuda:0'), tensor(0.0180, device='cuda:0'), tensor(0.0332, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0134, device='cuda:0')]"
87,"[tensor(0.0123, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0167, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0168, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0170, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0190, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0222, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0135, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0185, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0361, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0334, device='cuda:0'), tensor(0.0142, device='cuda:0'), tensor(0.0272, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0111, device='cuda:0')]"
88,"[tensor(0.0284, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0783, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0164, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.1900, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0265, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0365, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0225, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0491, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0265, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0195, device='cuda:0'), tensor(0.0181, device='cuda:0'), tensor(0.0232, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0122, device='cuda:0')]"
89,"[tensor(0.0158, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0180, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0135, device='cuda:0'), tensor(0.0185, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0222, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0138, device='cuda:0'), tensor(0.0213, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0258, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0234, device='cuda:0'), tensor(0.0141, device='cuda:0'), tensor(0.0435, device='cuda:0'), tensor(0.0134, device='cuda:0'), tensor(0.0111, device='cuda:0')]"
90,"[tensor(0.0115, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0151, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.2037, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0164, device='cuda:0'), tensor(0.0171, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0162, device='cuda:0'), tensor(0.0163, device='cuda:0'), tensor(0.0830, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0211, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0272, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0160, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0152, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0211, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0272, device='cuda:0'), tensor(0.0146, device='cuda:0'), tensor(0.0179, device='cuda:0'), tensor(0.0135, device='cuda:0'), tensor(0.0172, device='cuda:0'), tensor(0.0162, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0162, device='cuda:0'), tensor(0.0273, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0330, device='cuda:0'), tensor(0.0181, device='cuda:0'), tensor(0.0247, device='cuda:0'), tensor(0.0147, device='cuda:0'), tensor(0.0142, device='cuda:0')]"
91,"[tensor(0.0160, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0253, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0102, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0142, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0144, device='cuda:0'), tensor(0.0184, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0197, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0188, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0335, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0299, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0268, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0197, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0279, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0110, device='cuda:0')]"
92,"[tensor(0.0449, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0145, device='cuda:0'), tensor(0.0421, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0149, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0159, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0162, device='cuda:0'), tensor(0.1607, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0177, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0279, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0159, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0138, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0250, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0174, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0320, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0201, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0250, device='cuda:0'), tensor(0.0178, device='cuda:0'), tensor(0.0272, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0124, device='cuda:0')]"
93,"[tensor(0.0263, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0283, device='cuda:0'), tensor(0.0145, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0182, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0102, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0186, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0314, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0179, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0246, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0360, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0240, device='cuda:0'), tensor(0.0149, device='cuda:0'), tensor(0.0352, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0116, device='cuda:0')]"
94,"[tensor(0.0138, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0151, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.1199, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0167, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0300, device='cuda:0'), tensor(0.0170, device='cuda:0'), tensor(0.0143, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0493, device='cuda:0'), tensor(0.0524, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0183, device='cuda:0'), tensor(0.0135, device='cuda:0'), tensor(0.0272, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0144, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0367, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0176, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0268, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0201, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0217, device='cuda:0'), tensor(0.0194, device='cuda:0'), tensor(0.0333, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0148, device='cuda:0')]"
